WInfoID,daily,season,pm25,rainPrec,cloudCover,WindSpeed,relHumid,visibility,mean,routeID,locID,stationID
5355,10/28/2018 20:00,,,,,,,,1.8833333,r1,cor42,
5356,4/21/2020 22:36,,,,,,,,1.28333333,r39,cor26,
5357,10/28/2018 20:27,,,,,,,,1.74,r26,cor2,
5358,10/28/2018 19:59,,,,,,,,1.125,r3,cor32,
5359,10/21/2019 13:47,,,,,,,,6.18333333,r22,cor25,
5360,10/28/2018 22:31,,,,,,,,4.88,r62,cor4,
5361,4/21/2020 21:30,,,,,,,,4.875,r6,cor17,
5362,10/28/2018 21:20,,,,,,,,9.283333333,r18,cor9,
5363,10/28/2018 21:51,,,,,,,,9.572,r17,cor5,
5364,4/18/2020 9:19,,,,,,,,8.98695652,r78,cor13,
5365,4/18/2020 10:24,,,,,,,,2.9625,r65,cor16,
5366,4/18/2020 10:12,,,,,,,,4.12,r58,cor46,
5367,10/21/2019 14:24,,,,,,,,3.98333333,r34,cor13,
5368,10/21/2019 13:38,,,,,,,,5.375,r5,cor25,
5369,4/18/2020 10:05,,,,,,,,8.556,r2,cor8,
5370,10/28/2018 20:02,,,,,,,,3.345833333,r8,cor24,
5371,10/28/2018 21:09,,,,,,,,5.58333333,r26,cor3,
5372,4/21/2020 22:11,,,,,,,,9.256,r69,cor38,
5373,10/28/2018 20:04,,,,,,,,1.875,r53,cor1,
5374,4/21/2020 22:07,,,,,,,,9.9125,r58,cor43,
5375,10/28/2018 21:11,,,,,,,,5.52,r27,cor6,
5376,4/21/2020 20:33,,,,,,,,3.466666667,r3,cor30,
5377,10/28/2018 21:09,,,,,,,,6.375,r1,cor10,
5378,10/21/2019 12:57,,,,,,,,4.96,r54,cor9,
5379,4/18/2020 8:19,,,,,,,,8.375,r69,cor6,
5380,10/21/2019 14:00,,,,,,,,8.495833333,r55,cor37,
5381,10/28/2018 20:42,,,,,,,,1.84,r78,cor39,
5382,4/21/2020 20:47,,,,,,,,8.183333333,r5,cor30,
5383,4/21/2020 21:39,,,,,,,,7.1625,r40,cor40,
5384,10/21/2019 14:24,,,,,,,,5.1,r59,cor17,
5385,4/21/2020 21:54,,,,,,,,5.5625,r69,cor11,
5386,10/21/2019 14:34,,,,,,,,9.754166667,r70,cor14,
5387,10/21/2019 13:49,,,,,,,,5.28,r73,cor11,
5388,10/28/2018 20:18,,,,,,,,5.95,r38,cor15,
5389,10/21/2019 13:20,,,,,,,,6.241666667,r20,cor11,
5390,10/21/2019 14:48,,,,,,,,6.728,r77,cor17,
5391,4/21/2020 21:48,,,,,,,,9.152173913,r61,cor29,
5392,4/21/2020 21:09,,,,,,,,5.375,r43,cor9,
5393,4/21/2020 22:59,,,,,,,,5.84,r58,cor19,
5394,4/21/2020 23:00,,,,,,,,11.55,r7,cor22,
5395,4/18/2020 8:22,,,,,,,,13.4,r37,cor1,
5396,10/21/2019 12:56,,,,,,,,1.288,r38,cor13,
5397,10/21/2019 13:21,,,,,,,,4.475,r66,cor30,
5398,10/28/2018 20:33,,,,,,,,7.633333333,r41,cor45,
5399,10/28/2018 21:15,,,,,,,,15.4625,r22,cor42,
5400,10/28/2018 21:59,,,,,,,,16.4,r56,cor23,
5401,10/28/2018 20:46,,,,,,,,13.425,r42,cor27,
5402,10/28/2018 20:34,,,,,,,,19.368,r5,cor16,
5403,4/21/2020 23:01,,,,,,,,17.56666667,r75,cor7,
5404,10/28/2018 21:01,,,,,,,,15.7416667,r44,cor43,
5405,4/18/2020 9:49,,,,,,,,17.636,r69,cor17,
5406,4/18/2020 9:55,,,,,,,,9.78571429,r47,cor10,
5407,4/18/2020 9:37,,,,,,,,2.429166667,r18,cor11,
5408,4/18/2020 10:21,,,,,,,,13.16,r55,cor2,
5409,4/21/2020 22:18,,,,,,,,9.375,r48,cor23,
5410,10/28/2018 22:01,,,,,,,,12.5125,r11,cor16,
5411,4/18/2020 10:13,,,,,,,,1.14,r40,cor44,
5412,10/21/2019 13:22,,,,,,,,4.67833333,r22,cor2,
5413,4/21/2020 23:11,,,,,,,,2.258333333,r37,cor46,
5414,10/21/2019 14:42,,,,,,,,7.58,r9,cor5,
5415,10/28/2018 21:09,,,,,,,,13.25,r24,cor37,
5416,10/21/2019 13:48,,,,,,,,3.583333333,r3,cor43,
5417,10/21/2019 14:32,,,,,,,,4.145833333,r22,cor25,
5418,4/21/2020 20:46,,,,,,,,7.43478269,r37,cor32,
5419,10/21/2019 14:47,,,,,,,,5.23434783,r3,cor38,
5420,4/21/2020 20:33,,,,,,,,9.896,r34,cor22,
5421,10/21/2019 14:03,,,,,,,,8.983333333,r53,cor12,
5422,4/21/2020 23:06,,,,,,,,1.28333333,r43,cor12,
5423,4/18/2020 10:38,,,,,,,,18.844,r26,cor40,
5424,4/18/2020 9:30,,,,,,,,8.925,r23,cor18,
5425,4/18/2020 8:41,,,,,,,,7.358333333,r69,cor43,
5426,10/28/2018 22:39,,,,,,,,1.94,r55,cor47,
5427,4/18/2020 8:11,,,,,,,,11.45416667,r76,cor2,
5428,10/21/2019 15:06,,,,,,,,12.14583333,r41,cor33,
5429,4/18/2020 8:28,,,,,,,,22.588,r18,cor33,
5430,4/21/2020 20:40,,,,,,,,11.4375,r11,cor18,
5431,10/21/2019 13:03,,,,,,,,11.58333333,r70,cor35,
5432,4/18/2020 9:29,,,,,,,,1.172,r9,cor17,
5433,4/18/2020 9:01,,,,,,,,5.125,r68,cor8,
5434,10/21/2019 13:20,,,,,,,,19.125,r26,cor26,
5435,4/18/2020 10:31,,,,,,,,29.344,r54,cor27,
5436,10/28/2018 20:32,,,,,,,,16.775,r25,cor8,
5437,4/18/2020 10:09,,,,,,,,14.23333333,r73,cor22,
5438,10/21/2019 15:05,,,,,,,,15.8,r68,cor18,
5439,10/28/2018 20:53,,,,,,,,14.375,r34,cor8,
5440,4/18/2020 9:38,,,,,,,,9.258333333,r56,cor2,
5441,4/18/2020 8:23,,,,,,,,9.575,r69,cor12,
5442,4/21/2020 21:48,,,,,,,,14.112,r28,cor47,
5443,4/18/2020 9:32,,,,,,,,27.33333333,r16,cor11,
5444,10/28/2018 22:33,,,,,,,,3.44,r1,cor8,
5445,10/21/2019 14:10,,,,,,,,4.266666667,r30,cor40,
5446,10/28/2018 22:31,,,,,,,,4.72833333,r2,cor38,
5447,4/21/2020 21:29,,,,,,,,7.5875,r42,cor25,
5448,10/28/2018 21:29,,,,,,,,7.283333333,r34,cor21,
5449,10/21/2019 14:28,,,,,,,,9.216,r9,cor4,
5450,10/21/2019 13:23,,,,,,,,6.66,r35,cor4,
5451,4/21/2020 22:29,,,,,,,,6.3,r64,cor37,
5452,4/18/2020 10:00,,,,,,,,4.22833333,r4,cor45,
5453,10/21/2019 13:35,,,,,,,,6.84,r73,cor44,
5454,10/28/2018 20:59,,,,,,,,3.125,r20,cor33,
5455,4/18/2020 8:06,,,,,,,,7.25,r54,cor11,
5456,10/28/2018 22:19,,,,,,,,14.32,r71,cor44,
5457,4/18/2020 8:34,,,,,,,,1.6625,r45,cor35,
5458,10/21/2019 13:25,,,,,,,,6.166666667,r16,cor36,
5459,10/21/2019 13:05,,,,,,,,9.7833333,r37,cor26,
5460,4/18/2020 9:32,,,,,,,,12.675,r62,cor14,
5461,10/21/2019 13:54,,,,,,,,15.8333333,r50,cor47,
5462,10/28/2018 21:55,,,,,,,,9.872,r64,cor1,
5463,10/28/2018 21:51,,,,,,,,6.45833333,r40,cor14,
5464,10/28/2018 20:47,,,,,,,,8.875,r19,cor27,
5465,10/21/2019 15:12,,,,,,,,7.228,r13,cor33,
5466,10/28/2018 21:35,,,,,,,,5.966666667,r46,cor1,
5467,10/21/2019 13:04,,,,,,,,12.8625,r77,cor13,
5468,10/28/2018 22:11,,,,,,,,13.932,r35,cor36,
5469,10/21/2019 13:14,,,,,,,,15.55,r79,cor12,
5470,10/28/2018 21:10,,,,,,,,13.35416667,r44,cor8,
5471,10/21/2019 13:07,,,,,,,,6.84,r23,cor9,
5472,10/28/2018 20:47,,,,,,,,9.8333333,r1,cor34,
5473,10/21/2019 15:14,,,,,,,,12.21666667,r36,cor17,
5474,4/18/2020 9:19,,,,,,,,5.2,r35,cor3,
5475,10/28/2018 21:00,,,,,,,,8.43913435,r15,cor44,
5476,4/21/2020 20:43,,,,,,,,15.1625,r16,cor15,
5477,10/28/2018 22:31,,,,,,,,17.8416667,r35,cor36,
5478,10/28/2018 20:59,,,,,,,,12.85416667,r32,cor25,
5479,10/28/2018 20:39,,,,,,,,5.675,r11,cor1,
5480,4/18/2020 8:11,,,,,,,,3.833333333,r10,cor6,
5481,10/28/2018 20:34,,,,,,,,2.395833333,r54,cor16,
5482,10/21/2019 15:00,,,,,,,,1.758333333,r50,cor17,
5483,4/18/2020 8:31,,,,,,,,2.364,r64,cor6,
5484,4/18/2020 10:41,,,,,,,,8.4125,r7,cor14,
5485,10/21/2019 13:38,,,,,,,,11.325,r11,cor10,
5486,10/21/2019 13:41,,,,,,,,11.864,r3,cor24,
5487,10/21/2019 12:55,,,,,,,,1.14166667,r5,cor46,
5488,10/28/2018 20:00,,,,,,,,1.99583333,r62,cor8,
5489,4/21/2020 21:02,,,,,,,,11.48,r49,cor18,
5490,10/28/2018 21:49,,,,,,,,4.783333333,r8,cor7,
5491,10/21/2019 14:22,,,,,,,,9.354166667,r21,cor32,
5492,10/28/2018 20:44,,,,,,,,8.156,r61,cor27,
5493,10/28/2018 22:04,,,,,,,,12.35416667,r25,cor33,
5494,4/21/2020 20:42,,,,,,,,13.6416667,r66,cor14,
5495,10/28/2018 20:21,,,,,,,,8.372,r20,cor47,
5496,4/21/2020 20:32,,,,,,,,4.8875,r24,cor34,
5497,10/28/2018 20:39,,,,,,,,6.45833333,r5,cor41,
5498,4/18/2020 9:14,,,,,,,,1.636,r50,cor35,
5499,10/21/2019 12:43,,,,,,,,9.83333333,r44,cor3,
5500,10/28/2018 20:54,,,,,,,,1.63333333,r37,cor8,
5501,4/21/2020 22:04,,,,,,,,4.932,r56,cor38,
5502,10/21/2019 12:57,,,,,,,,3.679166667,r8,cor20,
5503,10/28/2018 22:31,,,,,,,,3.15,r41,cor8,
5504,10/21/2019 13:20,,,,,,,,5.424,r52,cor34,
5505,10/28/2018 22:39,,,,,,,,4.34166667,r52,cor41,
5506,4/21/2020 21:40,,,,,,,,5.2833333,r63,cor11,
5507,10/28/2018 20:17,,,,,,,,8.112,r52,cor4,
5508,4/18/2020 9:01,,,,,,,,7.745833333,r63,cor13,
5509,4/21/2020 21:29,,,,,,,,7.92833333,r34,cor12,
5510,10/28/2018 22:03,,,,,,,,5.596,r61,cor44,
5511,10/28/2018 22:24,,,,,,,,5.891666667,r54,cor43,
5512,4/21/2020 20:37,,,,,,,,4.12833333,r54,cor26,
5513,10/28/2018 21:08,,,,,,,,7.744,r36,cor44,
5514,10/28/2018 21:25,,,,,,,,8.166666667,r43,cor32,
5515,10/28/2018 21:35,,,,,,,,9.333333333,r38,cor2,
5516,10/21/2019 14:13,,,,,,,,8.12,r1,cor41,
5517,4/18/2020 8:15,,,,,,,,13.39583333,r4,cor44,
5518,4/21/2020 21:51,,,,,,,,11.6416667,r55,cor7,
5519,4/21/2020 20:30,,,,,,,,3.996,r33,cor35,
5520,4/18/2020 10:01,,,,,,,,4.658333333,r50,cor37,
5521,10/28/2018 22:05,,,,,,,,2.691666667,r17,cor27,
5522,10/28/2018 22:29,,,,,,,,9.66,r35,cor46,
5523,4/21/2020 21:42,,,,,,,,6.31578947,r21,cor21,
5524,4/18/2020 9:24,,,,,,,,12.29166667,r42,cor17,
5525,4/18/2020 10:42,,,,,,,,9.975,r36,cor21,
5526,4/18/2020 10:13,,,,,,,,3.32,r56,cor43,
5527,10/28/2018 22:28,,,,,,,,4.875,r15,cor38,
5528,10/28/2018 21:19,,,,,,,,8.628,r46,cor16,
5529,10/21/2019 14:06,,,,,,,,1.51666667,r12,cor15,
5530,4/21/2020 21:53,,,,,,,,14.9416667,r43,cor11,
5531,10/28/2018 21:53,,,,,,,,11.948,r67,cor7,
5532,10/21/2019 13:22,,,,,,,,7.652173913,r66,cor10,
5533,10/21/2019 13:37,,,,,,,,9.95833333,r37,cor1,
5534,4/18/2020 9:23,,,,,,,,3.948,r39,cor38,
5535,10/28/2018 22:07,,,,,,,,2.483333333,r63,cor16,
5536,10/21/2019 14:24,,,,,,,,2.891666667,r1,cor13,
5537,4/18/2020 9:14,,,,,,,,3.168,r71,cor10,
5538,4/18/2020 9:07,,,,,,,,3.9625,r62,cor21,
5539,4/18/2020 8:54,,,,,,,,3.675,r19,cor22,
5540,4/21/2020 20:39,,,,,,,,8.1,r6,cor47,
5541,10/28/2018 20:44,,,,,,,,4.2375,r36,cor34,
5542,4/21/2020 22:22,,,,,,,,3.329166667,r70,cor37,
5543,4/18/2020 10:22,,,,,,,,8.46,r18,cor17,
5544,4/21/2020 22:33,,,,,,,,12.175,r27,cor35,
5545,4/18/2020 8:39,,,,,,,,7.195454545,r38,cor17,
5546,10/21/2019 15:07,,,,,,,,4.684,r35,cor42,
5547,4/21/2020 21:05,,,,,,,,3.9,r70,cor3,
5548,4/21/2020 20:58,,,,,,,,11.72916667,r69,cor39,
5549,10/21/2019 13:30,,,,,,,,8.856,r6,cor12,
5550,4/18/2020 8:38,,,,,,,,4.654166667,r25,cor37,
5551,10/21/2019 14:53,,,,,,,,5.34166667,r75,cor10,
5552,4/18/2020 8:29,,,,,,,,5.4,r69,cor24,
5553,4/18/2020 9:27,,,,,,,,5.675,r76,cor25,
5554,10/21/2019 13:23,,,,,,,,7.329166667,r33,cor12,
5555,10/28/2018 20:33,,,,,,,,9.44,r56,cor23,
5556,10/28/2018 21:18,,,,,,,,6.14166667,r76,cor41,
5557,10/21/2019 14:55,,,,,,,,5.179166667,r25,cor20,
5558,10/21/2019 15:13,,,,,,,,4.172,r48,cor16,
5559,10/21/2019 12:45,,,,,,,,7.11176476,r52,cor37,
5560,4/21/2020 22:23,,,,,,,,15.35454545,r77,cor18,
5561,4/21/2020 22:10,,,,,,,,12.6875,r62,cor14,
5562,4/18/2020 8:49,,,,,,,,8.129166667,r61,cor46,
5563,10/21/2019 14:53,,,,,,,,4.25,r14,cor37,
5564,10/21/2019 13:42,,,,,,,,7.396,r64,cor13,
5565,4/21/2020 22:46,,,,,,,,9.154166667,r67,cor7,
5566,4/18/2020 10:10,,,,,,,,2.991666667,r23,cor23,
5567,10/28/2018 21:06,,,,,,,,1.868,r65,cor42,
5568,4/21/2020 21:03,,,,,,,,6.58333333,r39,cor45,
5569,10/28/2018 21:47,,,,,,,,8.783333333,r25,cor17,
5570,10/21/2019 13:57,,,,,,,,3.82833333,r46,cor20,
5571,10/21/2019 13:35,,,,,,,,1.745833333,r68,cor9,
5572,10/28/2018 20:22,,,,,,,,3.65,r17,cor13,
5573,4/21/2020 21:00,,,,,,,,4.956,r1,cor24,
5574,10/28/2018 21:36,,,,,,,,3.454166667,r12,cor45,
5575,10/28/2018 20:27,,,,,,,,2.995833333,r71,cor44,
5576,4/21/2020 22:57,,,,,,,,5.18333333,r68,cor25,
5577,4/18/2020 10:15,,,,,,,,4.395833333,r41,cor38,
5578,10/21/2019 14:19,,,,,,,,4.566666667,r5,cor3,
5579,10/21/2019 13:20,,,,,,,,4.616,r74,cor7,
5580,4/18/2020 8:57,,,,,,,,6.525,r62,cor16,
5581,4/21/2020 22:30,,,,,,,,6.9125,r44,cor47,
5582,10/21/2019 13:26,,,,,,,,5.756,r66,cor40,
5583,4/18/2020 8:20,,,,,,,,3.575,r52,cor22,
5584,4/21/2020 21:19,,,,,,,,8.48333333,r51,cor16,
5585,10/21/2019 14:06,,,,,,,,5.68,r43,cor18,
5586,4/21/2020 22:34,,,,,,,,5.2833333,r17,cor20,
5587,10/21/2019 14:52,,,,,,,,5.5,r26,cor12,
5588,10/21/2019 13:59,,,,,,,,6.436,r42,cor43,
5589,4/18/2020 10:00,,,,,,,,7.595833333,r2,cor16,
5590,4/18/2020 9:17,,,,,,,,6.58333333,r58,cor34,
5591,10/21/2019 12:45,,,,,,,,7.624,r37,cor15,
5592,10/28/2018 22:28,,,,,,,,7.9875,r8,cor11,
5593,4/18/2020 8:37,,,,,,,,9.5,r45,cor28,
5594,10/21/2019 13:27,,,,,,,,9.236,r59,cor40,
5595,10/21/2019 15:23,,,,,,,,4.52833333,r22,cor14,
5596,10/21/2019 13:00,,,,,,,,5.258333333,r34,cor45,
5597,4/21/2020 21:46,,,,,,,,3.176,r50,cor16,
5598,10/28/2018 20:24,,,,,,,,3.1625,r14,cor7,
5599,4/18/2020 10:22,,,,,,,,7.58333333,r42,cor25,
5600,4/18/2020 8:10,,,,,,,,7.868,r20,cor7,
5601,4/18/2020 8:08,,,,,,,,5.241666667,r79,cor9,
5602,4/18/2020 8:14,,,,,,,,9.1125,r55,cor24,
5603,4/21/2020 22:15,,,,,,,,1.452,r40,cor46,
5604,4/21/2020 21:34,,,,,,,,5.9625,r32,cor2,
5605,4/18/2020 9:56,,,,,,,,6.15,r77,cor5,
5606,10/28/2018 22:26,,,,,,,,7.848,r59,cor38,
5607,10/28/2018 20:39,,,,,,,,6.3875,r28,cor30,
5608,10/28/2018 21:08,,,,,,,,5.554166667,r40,cor20,
5609,4/18/2020 10:34,,,,,,,,4.288,r44,cor8,
5610,10/21/2019 14:34,,,,,,,,3.52173913,r25,cor2,
5611,4/18/2020 10:44,,,,,,,,2.45,r42,cor24,
5612,4/21/2020 22:11,,,,,,,,3.932,r44,cor34,
5613,4/21/2020 22:51,,,,,,,,5.57833333,r36,cor5,
5614,10/28/2018 20:36,,,,,,,,8.98333333,r46,cor18,
5615,10/28/2018 22:19,,,,,,,,9.58,r63,cor11,
5616,4/18/2020 9:45,,,,,,,,11.225,r16,cor25,
5617,10/28/2018 20:07,,,,,,,,13.66666667,r61,cor13,
5618,4/21/2020 21:46,,,,,,,,13.44,r36,cor41,
5619,4/21/2020 21:45,,,,,,,,7.275,r13,cor26,
5620,4/21/2020 22:08,,,,,,,,8.54166667,r55,cor47,
5621,10/28/2018 22:22,,,,,,,,1.948,r71,cor13,
5622,4/18/2020 9:38,,,,,,,,3.8875,r45,cor24,
5623,4/18/2020 8:55,,,,,,,,5.979166667,r31,cor28,
5624,10/28/2018 20:28,,,,,,,,9.732,r2,cor13,
5625,4/21/2020 21:54,,,,,,,,6.545833333,r33,cor5,
5626,10/21/2019 15:02,,,,,,,,7.945833333,r38,cor27,
5627,10/21/2019 13:04,,,,,,,,11.8875,r70,cor46,
5628,10/21/2019 14:15,,,,,,,,9.9875,r41,cor24,
5629,10/21/2019 14:27,,,,,,,,8.258333333,r33,cor47,
5630,10/21/2019 13:36,,,,,,,,1.48,r37,cor5,
5631,10/21/2019 15:14,,,,,,,,13.225,r11,cor11,
5632,10/21/2019 14:00,,,,,,,,13.31666667,r69,cor38,
5633,4/21/2020 22:19,,,,,,,,11.776,r58,cor23,
5634,10/21/2019 13:41,,,,,,,,13.7916667,r65,cor6,
5635,10/28/2018 21:34,,,,,,,,12.783333,r59,cor1,
5636,10/21/2019 15:10,,,,,,,,7.572,r41,cor4,
5637,10/28/2018 22:27,,,,,,,,12.96666667,r57,cor46,
5638,4/21/2020 20:41,,,,,,,,3.88333333,r58,cor6,
5639,4/18/2020 10:32,,,,,,,,5.64,r54,cor32,
5640,10/21/2019 14:39,,,,,,,,3.858333333,r62,cor23,
5641,10/21/2019 12:44,,,,,,,,4.4,r26,cor42,
5642,10/21/2019 13:45,,,,,,,,6.566666667,r13,cor10,
5643,4/18/2020 8:56,,,,,,,,9.395833333,r60,cor47,
5644,4/21/2020 20:50,,,,,,,,4.54166667,r20,cor5,
5645,4/18/2020 8:15,,,,,,,,8.416,r12,cor38,
5646,10/21/2019 13:43,,,,,,,,12.9875,r67,cor38,
5647,10/21/2019 13:36,,,,,,,,5.645833333,r78,cor32,
5648,4/18/2020 10:27,,,,,,,,2.736,r77,cor7,
5649,10/28/2018 20:24,,,,,,,,5.929166667,r77,cor33,
5650,10/21/2019 13:39,,,,,,,,6.4625,r31,cor1,
5651,4/21/2020 22:31,,,,,,,,3.264,r30,cor47,
5652,10/28/2018 20:10,,,,,,,,5.391666667,r80,cor37,
5653,4/21/2020 22:05,,,,,,,,11.7125,r56,cor41,
5654,10/28/2018 21:37,,,,,,,,6.8625,r11,cor15,
5655,10/21/2019 13:11,,,,,,,,5.6,r70,cor6,
5656,4/21/2020 22:16,,,,,,,,5.5,r70,cor25,
5657,4/21/2020 21:31,,,,,,,,5.788,r60,cor33,
5658,4/21/2020 22:55,,,,,,,,3.16666667,r35,cor1,
5659,4/21/2020 21:08,,,,,,,,3.66666667,r2,cor10,
5660,10/28/2018 22:09,,,,,,,,6.116,r1,cor5,
5661,10/21/2019 12:56,,,,,,,,7.5625,r78,cor9,
5662,4/18/2020 8:31,,,,,,,,2.445833333,r52,cor40,
5663,10/28/2018 20:19,,,,,,,,3.492,r75,cor24,
5664,10/28/2018 20:04,,,,,,,,6.9625,r44,cor25,
5665,4/21/2020 20:55,,,,,,,,8.2,r76,cor21,
5666,4/18/2020 8:54,,,,,,,,9.228,r28,cor40,
5667,4/21/2020 22:45,,,,,,,,11.625,r35,cor35,
5668,10/28/2018 20:35,,,,,,,,7.629166667,r71,cor27,
5669,10/28/2018 22:05,,,,,,,,7.424,r54,cor16,
5670,4/21/2020 20:35,,,,,,,,5.85,r40,cor9,
5671,4/21/2020 21:32,,,,,,,,6.54166667,r41,cor21,
5672,10/28/2018 21:15,,,,,,,,4.456,r48,cor13,
5673,4/21/2020 20:30,,,,,,,,8.545833333,r40,cor12,
5674,10/21/2019 13:56,,,,,,,,1.4783333,r19,cor47,
5675,4/21/2020 22:18,,,,,,,,4.344,r2,cor16,
5676,4/18/2020 8:47,,,,,,,,6.51739134,r73,cor39,
5677,4/21/2020 20:45,,,,,,,,2.395833333,r2,cor25,
5678,10/28/2018 21:25,,,,,,,,4.68,r64,cor41,
5679,10/21/2019 14:04,,,,,,,,7.566666667,r9,cor21,
5680,10/28/2018 22:02,,,,,,,,1.46666667,r39,cor35,
5681,4/21/2020 21:28,,,,,,,,9.548,r14,cor23,
5682,4/18/2020 9:29,,,,,,,,12.6125,r78,cor47,
5683,10/28/2018 21:48,,,,,,,,12.8,r75,cor46,
5684,4/18/2020 8:08,,,,,,,,5.712,r26,cor22,
5685,10/28/2018 22:35,,,,,,,,11.93333333,r16,cor45,
5686,4/21/2020 21:06,,,,,,,,,r39,cor4,
5687,4/18/2020 8:42,,,,,,,,,r65,cor21,
5688,10/28/2018 21:15,,,,,,,,,r20,cor34,
5689,10/28/2018 21:17,,,,,,,,,r71,cor36,
5690,10/21/2019 13:25,,,,,,,,,r38,cor45,
5691,10/28/2018 20:35,,,,,,,,,r76,cor7,
5692,4/18/2020 9:14,,,,,,,,,r34,cor20,
5693,4/21/2020 20:58,,,,,,,,,r32,cor9,
5694,4/18/2020 9:59,,,,,,,,,r79,cor3,
5695,4/21/2020 22:44,,,,,,,,,r18,cor29,
5696,10/21/2019 14:12,,,,,,,,,r18,cor4,
5697,4/21/2020 22:37,,,,,,,,,r39,cor7,
5698,4/21/2020 22:31,,,,,,,,,r43,cor18,
5699,4/21/2020 22:04,,,,,,,,,r4,cor33,
5700,10/28/2018 20:22,,,,,,,,,r65,cor6,
5701,4/18/2020 10:18,,,,,,,,,r71,cor9,
5702,4/18/2020 10:32,,,,,,,,,r24,cor9,
5703,10/21/2019 13:32,,,,,,,,,r2,cor46,
5704,10/28/2018 19:59,,,,,,,,,r31,cor37,
5705,10/28/2018 20:31,,,,,,,,,r77,cor11,
5706,4/21/2020 21:28,,,,,,,,,r31,cor44,
5707,10/28/2018 20:04,,,,,,,,,r25,cor4,
5708,10/28/2018 21:44,,,,,,,,,r67,cor35,
5709,4/18/2020 8:28,,,,,,,,,r71,cor33,
5710,10/21/2019 13:40,,,,,,,,,r26,cor37,
5711,4/18/2020 8:07,,,,,,,,,r3,cor2,
5712,10/28/2018 22:37,,,,,,,,,r17,cor42,
5713,4/21/2020 20:59,,,,,,,,,r4,cor41,
5714,4/18/2020 10:09,,,,,,,,,r58,cor37,
5715,10/28/2018 21:27,,,,,,,,,r60,cor10,
5716,4/18/2020 9:15,,,,,,,,,r22,cor35,
5717,10/28/2018 20:48,,,,,,,,,r2,cor39,
5718,10/21/2019 15:10,,,,,,,,,r16,cor1,
5719,4/21/2020 21:00,,,,,,,,,r33,cor15,
5720,10/28/2018 20:39,,,,,,,,,r80,cor24,
5721,10/28/2018 20:18,,,,,,,,22.175,r65,cor23,
5722,10/28/2018 22:28,,,,,,,,1.3761948,r70,cor9,
5723,4/18/2020 10:04,,,,,,,,6.18416667,r6,cor27,
5724,10/28/2018 22:03,,,,,,,,3.998125,r9,cor20,
5725,10/28/2018 20:38,,,,,,,,7.12916667,r63,cor27,
5726,10/28/2018 20:30,,,,,,,,17.413125,r1,cor34,
5727,10/28/2018 21:05,,,,,,,,32.24166667,r37,cor9,
5728,10/28/2018 22:15,,,,,,,,19.83333333,r73,cor46,
5729,10/21/2019 14:57,,,,,,,,5.362916667,r72,cor18,
5730,10/28/2018 22:38,,,,,,,,4.915,r12,cor15,
5731,10/28/2018 22:23,,,,,,,,11.2541667,r36,cor3,
5732,4/21/2020 22:14,,,,,,,,14.28145833,r16,cor46,
5733,4/21/2020 23:08,,,,,,,,4.27375,r31,cor41,
5734,4/18/2020 10:06,,,,,,,,4.2875,r68,cor31,
5735,4/18/2020 8:39,,,,,,,,5.144375,r15,cor24,
5736,4/21/2020 22:23,,,,,,,,15.27,r61,cor19,
5737,10/28/2018 21:03,,,,,,,,34.268125,r27,cor26,
5738,10/21/2019 12:53,,,,,,,,45.139375,r10,cor36,
5739,10/21/2019 12:54,,,,,,,,3.6128333,r2,cor35,
5740,10/21/2019 15:16,,,,,,,,9.2783333,r28,cor37,
5741,4/18/2020 9:42,,,,,,,,4.31528333,r69,cor36,
5742,10/28/2018 21:45,,,,,,,,1.77,r15,cor16,
5743,10/21/2019 12:47,,,,,,,,8.925416667,r20,cor27,
5744,10/21/2019 13:52,,,,,,,,19.38333333,r48,cor41,
5745,10/21/2019 15:16,,,,,,,,17.5645833,r69,cor14,
5746,10/28/2018 21:16,,,,,,,,18.97895833,r51,cor2,
5747,4/21/2020 21:18,,,,,,,,25.42645833,r12,cor1,
5748,4/18/2020 9:16,,,,,,,,21.4183333,r12,cor23,
5749,10/21/2019 13:06,,,,,,,,19.18791667,r31,cor27,
5750,4/18/2020 8:55,,,,,,,,35.414167,r13,cor24,
5751,10/21/2019 12:58,,,,,,,,16.4441667,r36,cor22,
5752,4/18/2020 9:04,,,,,,,,5.57375,r46,cor13,
5753,4/21/2020 22:56,,,,,,,,12.848125,r67,cor32,
5754,4/18/2020 9:17,,,,,,,,22.35145833,r1,cor22,
5755,4/21/2020 21:12,,,,,,,,14.665625,r64,cor45,
5756,4/18/2020 8:49,,,,,,,,11.6978333,r76,cor22,
5757,10/28/2018 21:51,,,,,,,,2.378333,r9,cor47,
5758,10/21/2019 12:47,,,,,,,,3.623541667,r10,cor19,
5759,10/21/2019 13:49,,,,,,,,8.73416667,r46,cor34,
5760,4/18/2020 8:58,,,,,,,,1.73958333,r46,cor32,
5761,4/18/2020 9:05,,,,,,,,1.25395833,r51,cor37,
5762,10/21/2019 14:29,,,,,,,,1.34255319,r33,cor42,
5763,4/21/2020 20:50,,,,,,,,4.472727,r75,cor24,
5764,10/21/2019 14:45,,,,,,,,4.65833333,r21,cor41,
5765,10/28/2018 20:31,,,,,,,,4.528333,r61,cor13,
5766,4/21/2020 23:06,,,,,,,,17.58541667,r57,cor43,
5767,4/21/2020 21:52,,,,,,,,26.3375,r48,cor18,
